# skut nam
661.657	0.003	110.419	0.1027 


1332.501	0.005	236.709	0.762
1173.237	0.004	204.794	0.48 


356.013 0.001	64.3931	0.1677
302.851 0.001	53.5003	0.2195
160.611 0.002	33.9371	0.393
