-0.200006	-0.007999897	0.02400063	-0.00799951	8.0E-9	-8.9596203901218E-16	1.9200504E-10
0.199994	0.008000104	-0.02399938	4.90807E-7	1.6E-8	2.3183316244449E-20	9.9999999999824E-15
-0.200006	-0.007999897	-0.02399938	-0.00799951	2.4E-8	-8.9593885569594E-16	-1.9198504E-10
0.199994	0.008000104	0.02400063	4.90807E-7	3.2E-8	4.6366632488898E-20	1.9999999999965E-14
-0.200006	-0.007999897	-0.02399938	-0.00799951	4.0E-8	-8.9591567237969E-16	-1.9197504E-10
0.199994	0.008000104	0.02400063	4.90807E-7	4.8E-8	6.9549948733348E-20	2.9999999999947E-14
0.199994	-0.007999897	-0.03199938	-0.00799951	5.6E-8	-8.9589248906345E-16	-2.5596504E-10
-0.200006	0.008000104	0.02400063	4.90807E-7	6.4E-8	9.2733264977797E-20	-6.396E-11
-0.200006	0.004000104	-0.03199938	4.90807E-7	7.2E-8	4.4809116825743E-16	-3.1995504E-10
0.199994	-0.007999897	0.03200063	-0.01199951	8.0E-8	-4.4787087075476E-16	-6.395E-11
-0.200006	0.008000104	0.03200063	4.90807E-7	8.8E-8	4.4811435157367E-16	1.9205504E-10
0.199994	-0.007999897	-0.03199938	-0.01199951	9.6E-8	-4.4784768743851E-16	-6.394E-11
0.199994	-0.007999897	0.02400063	-0.01199951	1.04E-7	-1.3438097264507E-15	1.2806504E-10
-0.200006	0.008000104	-0.03199938	4.90807E-7	1.12E-7	-4.4782450412227E-16	-1.2793E-10
-0.200006	-0.007999897	0.02400063	4.90807E-7	1.2E-7	-1.3437865431344E-15	6.407504E-11
0.199994	0.008000104	-0.03199938	-0.01199951	1.28E-7	-4.4780132080602E-16	-1.9192E-10
-0.200006	-0.007999897	-0.03199938	4.90807E-7	1.36E-7	-1.3437633598182E-15	-4.4791504E-10
0.199994	0.008000104	0.03200063	-0.01199951	1.44E-7	-4.4777813748978E-16	-1.9191E-10
0.199994	0.008000104	-0.02399938	4.90807E-7	1.52E-7	4.4820708483865E-16	-3.8390504E-10
-0.200006	-0.007999897	0.02400063	-0.01199951	1.6E-7	-4.4775495417353E-16	-1.919E-10
0.199994	0.008000104	0.02400063	4.90807E-7	1.68E-7	4.4823026815489E-16	1.0503999999979E-13
-0.200006	-0.007999897	-0.02399938	-0.00799951	1.76E-7	-4.4773177085729E-16	-1.9189E-10
0.199994	-0.007999897	0.02400063	4.90807E-7	1.84E-7	-1.3436938098695E-15	1.1503999999977E-13
-0.200006	0.008000104	-0.02399938	-0.01199951	1.92E-7	-4.4770858754104E-16	-1.9188E-10
-0.200006	-0.007999897	0.02400063	-0.01199951	2.0E-7	-1.3436706265532E-15	1.2503999999975E-13
0.199994	0.008000104	-0.03199938	4.90807E-7	2.08E-7	-4.476854042248E-16	-2.5587E-10
-0.200006	-0.007999897	0.03200063	4.90807E-7	2.16E-7	-1.343647443237E-15	1.3503999999973E-13
0.199994	0.008000104	-0.03199938	-0.01199951	2.24E-7	-4.4766222090856E-16	-2.5586E-10
-0.200006	0.008000104	-0.02399938	-0.00799951	2.32E-7	4.4832300141987E-16	-4.4785504E-10
0.199994	-0.007999897	0.02400063	4.90807E-7	2.4E-7	-4.4763903759231E-16	-2.5585E-10
-0.200006	0.008000104	-0.02399938	-0.00799951	2.48E-7	4.4834618473611E-16	-4.4784504E-10
0.199994	-0.007999897	0.02400063	4.90807E-7	2.56E-7	-4.4761585427607E-16	-2.5584E-10
0.199994	0.008000104	0.01600062	-0.003999509	2.64E-7	4.4836936805236E-16	-1.2783504E-10
-0.200006	-0.007999897	-0.02399938	-0.00799951	2.72E-7	-4.4759267095982E-16	-3.1983008E-10
-0.200006	-0.007999897	-0.02399938	-0.01199951	2.8E-7	-1.343554709972E-15	-5.1182512E-10
0.199994	0.008000104	0.02400063	4.90807E-7	2.88E-7	-4.4756948764358E-16	-3.1982008E-10
0.199994	-0.007999897	0.02400063	-0.003999509	2.96E-7	-1.3435315266558E-15	-1.2781504E-10
-0.200006	0.008000104	-0.02399938	-0.01199951	3.04E-7	-4.4754630432733E-16	-3.1981008E-10
-0.200006	-0.007999897	0.02400063	-0.003999509	3.12E-7	-1.3435083433395E-15	-1.2780504E-10
0.199994	0.008000104	-0.03199938	-0.01199951	3.2E-7	-4.4752312101109E-16	-3.8380008E-10
-0.200006	-0.007999897	0.02400063	4.90807E-7	3.28E-7	-1.3434851600233E-15	-1.9179504E-10
0.199994	0.008000104	-0.02399938	-0.01199951	3.36E-7	-4.4749993769484E-16	-3.8379008E-10
-0.200006	-0.007999897	0.02400063	-0.003999509	3.44E-7	-1.343461976707E-15	-1.9178504E-10
0.199994	0.008000104	-0.02399938	-0.01199951	3.52E-7	-4.474767543786E-16	-3.8378008E-10
-0.200006	-0.007999897	0.02400063	-0.003999509	3.6E-7	-1.3434387933908E-15	-1.9177504E-10
0.199994	0.008000104	-0.02399938	-0.00799951	3.68E-7	-4.4745357106236E-16	-3.8377008E-10
-0.200006	-0.007999897	0.02400063	-0.003999509	3.76E-7	-1.3434156100745E-15	-1.9176504E-10
0.199994	0.008000104	-0.02399938	-0.00799951	3.84E-7	-4.4743038774611E-16	-3.8376008E-10
-0.200006	-0.007999897	-0.02399938	-0.003999509	3.92E-7	-1.3433924267583E-15	-5.7575512E-10
0.199994	0.008000104	0.03200063	-0.01199951	4.0E-7	-4.4740720442987E-16	-3.1975008E-10
-0.200006	-0.007999897	-0.03199938	-0.003999509	4.08E-7	-1.343369243442E-15	-5.7574512E-10
0.199994	0.008000104	0.03200063	-0.01199951	4.16E-7	-4.4738402111362E-16	-3.1974008E-10
0.199994	-0.007999897	-0.03199938	-0.003999509	4.24E-7	-1.3433460601258E-15	-5.7573512E-10
-0.200006	0.008000104	0.03200063	-0.01199951	4.32E-7	-4.4736083779738E-16	-3.1973008E-10
0.199994	-0.007999897	0.02400063	-0.00799951	4.4E-7	-1.3433228768096E-15	-1.2772504E-10
-0.200006	0.008000104	-0.02399938	-0.003999509	4.48E-7	-4.4733765448113E-16	-3.1972008E-10
0.199994	-0.007999897	0.02400063	-0.00799951	4.56E-7	-1.3432996934933E-15	-1.2771504E-10
-0.200006	0.008000104	-0.02399938	-0.003999509	4.64E-7	-4.4731447116489E-16	-3.1971008E-10
-0.200006	-0.007999897	0.02400063	-0.003999509	4.72E-7	-1.3432765101771E-15	-1.2770504E-10
0.199994	0.008000104	-0.02399938	-0.01199951	4.8E-7	-4.4729128784864E-16	-3.1970008E-10
-0.200006	-0.007999897	-0.02399938	-0.003999509	4.88E-7	-1.3432533268608E-15	-5.1169512E-10
0.199994	0.008000104	0.02400063	-0.01199951	4.96E-7	-4.472681045324E-16	-3.1969008E-10
-0.200006	-0.007999897	-0.03199938	-0.003999509	5.04E-7	-1.3432301435446E-15	-5.7568512E-10
0.199994	0.008000104	0.03200063	-0.01199951	5.12E-7	-4.4724492121616E-16	-3.1968008E-10
0.199994	0.008000104	-0.03199938	-0.003999509	5.2E-7	4.4874030111227E-16	-5.7567512E-10
-0.200006	-0.007999897	0.03200063	-0.01199951	5.28E-7	-4.4722173789991E-16	-3.1967008E-10
-0.200006	-0.007999897	-0.03199938	-0.003999509	5.36E-7	-1.3431837769121E-15	-5.7566512E-10
0.199994	0.008000104	0.02400063	-0.01199951	5.44E-7	-4.4719855458367E-16	-3.8366008E-10
0.199994	-0.007999897	-0.02399938	-0.003999509	5.52E-7	-1.3431605935958E-15	-5.7565512E-10
-0.200006	0.008000104	0.02400063	-0.01199951	5.6E-7	-4.4717537126742E-16	-3.8365008E-10
0.199994	-0.007999897	-0.02399938	-0.003999509	5.68E-7	-1.3431374102796E-15	-5.7564512E-10
