-0.200006	-0.007999897	0.02400063	-0.00799951	8.0E-9	-8.9596203901218E-16	2.11205544	24.714106288569
0.199994	0.008000104	-0.02399938	4.90807E-7	1.6E-8	2.3183316244449E-20	0.00010999999999983	-22.6005847662
-0.200006	-0.007999897	-0.02399938	-0.00799951	2.4E-8	-8.9593885569594E-16	-2.11183544	20.490215408569
0.199994	0.008000104	0.02400063	4.90807E-7	3.2E-8	4.6366632488898E-20	0.00021999999999966	-22.6004747662
-0.200006	-0.007999897	-0.02399938	-0.00799951	4.0E-8	-8.9591567237969E-16	-2.11172544	20.490325408569
0.199994	0.008000104	0.02400063	4.90807E-7	4.8E-8	6.9549948733348E-20	0.0003299999999995	-22.6003647662
0.199994	-0.007999897	-0.03199938	-0.00799951	5.6E-8	-8.9589248906345E-16	-2.81561544	-25.4163102062
-0.200006	0.008000104	0.02400063	4.90807E-7	6.4E-8	9.2733264977797E-20	-0.70356	21.898490848569
-0.200006	0.004000104	-0.03199938	4.90807E-7	7.2E-8	4.4809116825743E-16	-3.51950544	19.082545408569
0.199994	-0.007999897	0.03200063	-0.01199951	8.0E-8	-4.4787087075476E-16	-0.70345	-23.3041447662
-0.200006	0.008000104	0.03200063	4.90807E-7	8.8E-8	4.4811435157367E-16	2.11260544	24.714656288569
0.199994	-0.007999897	-0.03199938	-0.01199951	9.6E-8	-4.4784768743851E-16	-0.70334	-23.3040347662
0.199994	-0.007999897	0.02400063	-0.01199951	1.04E-7	-1.3438097264507E-15	1.40871544	-21.1919793262
-0.200006	0.008000104	-0.03199938	4.90807E-7	1.12E-7	-4.4782450412227E-16	-1.40723	21.194820848569
-0.200006	-0.007999897	0.02400063	4.90807E-7	1.2E-7	-1.3437865431344E-15	0.70482544	23.306876288569
0.199994	0.008000104	-0.03199938	-0.01199951	1.28E-7	-4.4780132080602E-16	-2.11112	-24.7118147662
-0.200006	-0.007999897	-0.03199938	4.90807E-7	1.36E-7	-1.3437633598182E-15	-4.92706544	17.674985408569
0.199994	0.008000104	0.03200063	-0.01199951	1.44E-7	-4.4777813748978E-16	-2.11101	-24.7117047662
0.199994	0.008000104	-0.02399938	4.90807E-7	1.52E-7	4.4820708483865E-16	-4.22295544	-26.8236502062
-0.200006	-0.007999897	0.02400063	-0.01199951	1.6E-7	-4.4775495417353E-16	-2.1109	20.491150848569
0.199994	0.008000104	0.02400063	4.90807E-7	1.68E-7	4.4823026815489E-16	0.001155439999998	-22.5995393262
-0.200006	-0.007999897	-0.02399938	-0.00799951	1.76E-7	-4.4773177085729E-16	-2.11079	20.491260848569
0.199994	-0.007999897	0.02400063	4.90807E-7	1.84E-7	-1.3436938098695E-15	0.0012654399999978	-22.5994293262
-0.200006	0.008000104	-0.02399938	-0.01199951	1.92E-7	-4.4770858754104E-16	-2.11068	20.491370848569
-0.200006	-0.007999897	0.02400063	-0.01199951	2.0E-7	-1.3436706265532E-15	0.0013754399999977	22.603426288569
0.199994	0.008000104	-0.03199938	4.90807E-7	2.08E-7	-4.476854042248E-16	-2.81457	-25.4152647662
-0.200006	-0.007999897	0.03200063	4.90807E-7	2.16E-7	-1.343647443237E-15	0.0014854399999975	22.603536288569
0.199994	0.008000104	-0.03199938	-0.01199951	2.24E-7	-4.4766222090856E-16	-2.81446	-25.4151547662
-0.200006	0.008000104	-0.02399938	-0.00799951	2.32E-7	4.4832300141987E-16	-4.92640544	17.675645408569
0.199994	-0.007999897	0.02400063	4.90807E-7	2.4E-7	-4.4763903759231E-16	-2.81435	-25.4150447662
