0.199994	-0.007999897	0.02400063	4.90807E-7	8.0E-9	-8.9596203901218E-16	2.11205544	2.1120554379454
-0.200006	0.008000104	-0.02399938	-0.003999509	1.6E-8	2.3183316244449E-20	0.00010999999999983	0.00011000205473215
0.199994	-0.007999897	-0.02399938	4.90807E-7	2.4E-8	-8.9593885569594E-16	-2.11183544	-2.1118354420546
-0.200006	0.008000104	0.02400063	-0.003999509	3.2E-8	4.6366632488898E-20	0.00021999999999966	0.00022000205473198
0.199994	-0.007999897	-0.02399938	4.90807E-7	4.0E-8	-8.9591567237969E-16	-2.11172544	-2.1117254420546
-0.200006	0.008000104	0.02400063	-0.003999509	4.8E-8	6.9549948733348E-20	0.0003299999999995	0.00033000205473181
0.199994	0.008000104	-0.02399938	4.90807E-7	5.6E-8	8.9605477227716E-16	-2.11161544	-2.1116154420546
-0.200006	-0.007999897	0.02400063	-0.003999509	6.4E-8	9.2733264977797E-20	0.00043999999999933	0.00044000205473165
0.199994	-0.007999897	-0.02399938	4.90807E-7	7.2E-8	-8.958693057472E-16	-2.11150544	-2.1115054420546
-0.200006	0.008000104	0.02400063	-0.003999509	8.0E-8	1.1591658122225E-19	0.00054999999999916	0.00055000205473148
0.199994	0.008000104	0.02400063	-0.003999509	8.8E-8	8.9610113890965E-16	2.11260544	2.1126054379454
-0.200006	-0.007999897	-0.02399938	4.90807E-7	9.6E-8	1.390998974667E-19	0.00065999999999899	0.00066000205473131
0.199994	-0.007999897	-0.02399938	4.90807E-7	1.04E-7	-8.9582293911471E-16	-2.11128544	-2.1112854420546
-0.200006	0.008000104	0.02400063	-0.003999509	1.12E-7	1.6228321371114E-19	0.00076999999999883	0.00077000205473114
0.199994	-0.007999897	0.02400063	4.90807E-7	1.2E-7	-8.9579975579847E-16	2.11282544	2.1128254379454
-0.200006	0.008000104	-0.02399938	-0.003999509	1.28E-7	1.8546652995559E-19	0.00087999999999866	0.00088000205473098
-0.200006	0.008000104	0.02400063	4.90807E-7	1.36E-7	8.9617068885838E-16	2.11293544	2.1129354420547
0.199994	-0.007999897	-0.02399938	-0.003999509	1.44E-7	2.0864984620004E-19	0.00098999999999849	0.00098999794538945
0.199994	-0.007999897	0.02400063	4.90807E-7	1.52E-7	-8.9575338916598E-16	2.11304544	2.1130454379454
-0.200006	0.008000104	-0.02399938	-0.003999509	1.6E-7	2.3183316244449E-19	0.0010999999999983	0.0011000020547306
0.199994	-0.007999897	0.02400063	4.90807E-7	1.68E-7	-8.9573020584974E-16	2.11315544	2.1131554379454
-0.200006	0.008000104	-0.02399938	-0.003999509	1.76E-7	2.5501647868894E-19	0.0012099999999982	0.0012100020547305
0.199994	-0.007999897	-0.02399938	4.90807E-7	1.84E-7	-8.9570702253349E-16	-2.11073544	-2.1107354420546
-0.200006	0.008000104	0.02400063	-0.003999509	1.92E-7	2.7819979493339E-19	0.001319999999998	0.0013200020547303
-0.200006	-0.007999897	-0.02399938	4.90807E-7	2.0E-7	-8.9568383921725E-16	-2.11062544	-2.1106254379453
0.199994	0.008000104	0.02400063	-0.003999509	2.08E-7	3.0138311117784E-19	0.0014299999999978	0.0014299979453888
-0.200006	-0.007999897	-0.02399938	4.90807E-7	2.16E-7	-8.95660655901E-16	-2.11051544	-2.1105154379453
0.199994	0.008000104	0.02400063	-0.003999509	2.24E-7	3.2456642742229E-19	0.0015399999999977	0.0015399979453886
-0.200006	-0.007999897	-0.02399938	4.90807E-7	2.32E-7	-8.9563747258476E-16	-2.11040544	-2.1104054379453
0.199994	0.008000104	0.02400063	-0.003999509	2.4E-7	3.4774974366674E-19	0.0016499999999975	0.0016499979453884
0.199994	-0.007999897	-0.02399938	4.90807E-7	2.48E-7	-8.9561428926851E-16	-2.11029544	-2.1102954420546
-0.200006	0.008000104	0.02400063	-0.003999509	2.56E-7	3.7093305991119E-19	0.0017599999999973	0.0017600020547296
0.199994	-0.007999897	0.02400063	4.90807E-7	2.64E-7	-8.9559110595227E-16	2.11381544	2.1138154379454
-0.200006	0.008000104	-0.02399938	-0.003999509	2.72E-7	3.9411637615564E-19	0.0018699999999972	0.0018700020547295
