-2.000060e-01	-7.999897e-03	-2.399938e-02	-7.999510e-03
1.999940e-01	8.000104e-03	2.400063e-02	4.908070e-07
-2.000060e-01	8.000104e-03	-2.399938e-02	-7.999510e-03
1.999940e-01	-7.999897e-03	2.400063e-02	4.908070e-07
1.999940e-01	-7.999897e-03	-3.199938e-02	-7.999510e-03
-2.000060e-01	8.000104e-03	2.400063e-02	4.908070e-07
1.999940e-01	-7.999897e-03	3.200063e-02	-3.999509e-03
-2.000060e-01	8.000104e-03	-3.199938e-02	-7.999510e-03
1.999940e-01	-7.999897e-03	3.200063e-02	-7.999510e-03
-2.000060e-01	8.000104e-03	-3.199938e-02	4.908070e-07
1.999940e-01	-7.999897e-03	3.200063e-02	-7.999510e-03
-2.000060e-01	8.000104e-03	-3.199938e-02	4.908070e-07
1.999940e-01	-7.999897e-03	-3.199938e-02	-7.999510e-03
-2.000060e-01	8.000104e-03	3.200063e-02	4.908070e-07
-2.000060e-01	-7.999897e-03	2.400063e-02	-7.999510e-03
1.999940e-01	8.000104e-03	-2.399938e-02	4.908070e-07
1.999940e-01	8.000104e-03	2.400063e-02	-3.999509e-03
-2.000060e-01	-7.999897e-03	-2.399938e-02	-7.999510e-03
1.999940e-01	8.000104e-03	-2.399938e-02	-7.999510e-03
-2.000060e-01	-7.999897e-03	2.400063e-02	4.908070e-07
-2.000060e-01	8.000104e-03	2.400063e-02	-3.999509e-03
1.999940e-01	-7.999897e-03	-2.399938e-02	-7.999510e-03
1.999940e-01	-7.999897e-03	2.400063e-02	-3.999509e-03
-2.000060e-01	8.000104e-03	-2.399938e-02	-7.999510e-03
-2.000060e-01	-7.999897e-03	-2.399938e-02	-7.999510e-03
1.999940e-01	8.000104e-03	2.400063e-02	-3.999509e-03
-2.000060e-01	-7.999897e-03	-3.199938e-02	-3.999509e-03
1.999940e-01	8.000104e-03	2.400063e-02	-7.999510e-03
-2.000060e-01	8.000104e-03	2.400063e-02	-7.999510e-03
1.999940e-01	-7.999897e-03	-2.399938e-02	-3.999509e-03
1.999940e-01	-7.999897e-03	2.400063e-02	-7.999510e-03
-2.000060e-01	8.000104e-03	-2.399938e-02	4.908070e-07
