-0.200006	-0.007999897	0.02400063	-0.003999509	1.0E-5	-7.999897E-8	1.32003465	15.298745711721	0	-3.0598409348185	0
0.199994	0.008000104	-0.03199938	-0.01199951	2.0E-5	2.0699999999915E-12	-0.43993125	-14.417803614218	0	-2.883474216022	0
-0.200006	0.008000104	0.02400063	-0.003999509	3.0E-5	8.000311E-8	0.8801034	14.858814461721	0	-2.971852045231	0
0.199994	-0.007999897	-0.03199938	-0.01199951	4.0E-5	4.139999999983E-12	-0.8798625	-14.857734864218	0	-2.9714578264345	0
-0.200006	-0.007999897	0.02400063	-0.01199951	5.0E-5	-7.999483E-8	0.44017215	14.418883211721	0	-2.8838631556435	0
0.199994	0.008000104	-0.03199938	-0.003999509	6.0E-5	6.2099999999745E-12	-1.31979375	-15.297666114218	0	-3.059441436847	0
-0.200006	-0.007999897	0.02400063	-0.01199951	7.0E-5	-7.999276E-8	0.00024089999999966	13.978951961721	0	-2.795874266056	0
0.199994	0.008000104	-0.03199938	-0.003999509	8.0E-5	8.279999999966E-12	-1.759725	-15.737597364218	0	-3.1474250472595	0
0.199994	0.008000104	-0.03199938	-0.01199951	9.0E-5	8.000932E-8	-3.5196909	-17.497563264218	0	-3.4994076674641	0
-0.200006	-0.007999897	0.02400063	4.90807E-7	0.0001	1.0349999999957E-11	-2.19965625	11.779054811721	0	-2.3558816366731	0
-0.200006	0.008000104	0.02400063	-0.01199951	0.00011	8.001139E-8	-0.8796216	13.099089461721	0	-2.619896486881	0
0.199994	-0.007999897	-0.02399938	4.90807E-7	0.00012	1.2419999999949E-11	-2.1995875	-16.177459864218	0	-3.2353949080845	0
0.199994	-0.007999897	-0.02399938	-0.003999509	0.00013	-7.998655E-8	-3.5195534	-17.497425764218	0	-3.4993801682891	0
-0.200006	0.008000104	0.03200063	-0.01199951	0.00014	1.448999999994E-11	-1.75951875	12.219192311721	0	-2.4439117774981	0
0.199994	0.008000104	0.02400063	-0.003999509	0.00015	8.001553E-8	-0.4394841	-14.417356464218	0	-2.8833847887049	0
-0.200006	-0.007999897	-0.02399938	-0.01199951	0.00016	1.6559999999932E-11	-1.75945	12.219261061721	0	-2.4439255279106	0
0.199994	-0.007999897	-0.03199938	-0.003999509	0.00017	-7.998241E-8	-3.5194159	-17.497288264218	0	-3.4993526691141	0
-0.200006	0.008000104	0.02400063	-0.01199951	0.00018	1.8629999999923E-11	-2.19938125	11.779329811721	0	-2.3559366383231	0
0.199994	0.008000104	-0.02399938	-0.003999509	0.00019	8.001967E-8	-3.51934715	-17.497219514218	0	-3.4993389195266	0
-0.200006	-0.007999897	0.02400063	-0.01199951	0.0002	2.0699999999915E-11	-2.1993125	11.779398561721	0	-2.3559503887356	0
