43.27897575	0.08069980695	46.1642408	0.4303989704
50.78066488	0.05977763478	51.9347709	0.4333878521
60.59056605	0.03586658087	5.7705301	0.1344996782
69.82341421	0.02988881739	
75.59394432	0.02689993565	81.36447442	0.4632766695
90.02026957	0.01793329043	
100.4072237	0.02391105391	99.25311773	0.5081098956
112.525337	0.005977763478	37.50844565	0.4034990347
29.42970351	0.08966645217	29.42970351	0.4333878521
17.88864331	0.1315107965	17.88864331	0.3975212713
14.42632525	0.13748856	14.42632525	0.1972661948
8.655795151	0.13748856	
0	0.13748856	0	0.1075997426
-17.88864331	0.2510660661	
-21.92801438	0.2540549478	-21.92801438	0.05977763478
-29.42970351	0.4064879165	-29.42970351	0.05977763478
-34.6231806	0.4214323252	-34.6231806	0.03287769913
-43.27897575	0.4393656156	-42.70192274	0.04483322608
-56.55119498	0.4423544974	-56.55119498	0.03885546261
-69.82341421	0.4662655513	
-82.51858044	0.4632766695	
-99.83017074	0.4752321965	
-114.256496	0.4931654869	-113.679443	0.02689993565
